"id";"serial_num";"name";"zip_code";"city";"street";"adress";"size";"category";"grade";"age_class";"grade_1";"grade_2";"grade_3";"x_coord";"y_coord";"city_code"
4218;"1628";"Lagere school van het Gemeenschapsonderwijs - Tehuis voor kinderen zonder vaste verblijfplaats";3630;"MAASMECHELEN";"Heikampstraat";NA;39;"prim";3;6;1;1;1;243581.781346154;185002.391153846;73107
4219;"4036";"Vrije Basisschool";1070;"ANDERLECHT";"Resedastraat";NA;105;"prim";3;6;1;1;1;145277.028607595;169198.623037975;21001
4220;"104381";"Vrije Basisschool - Proosterbos";3630;"MAASMECHELEN";"Drossaardstraat";NA;260;"prim";3;6;1;1;1;243581.781346154;185002.391153846;73107
4221;"1297";"Basisschool van het Gemeenschapsonderwijs - De Pit";3290;"DIEST";"Handelsplein";NA;76;"prim";3;6;1;1;1;198544.600238095;187426.975238095;24020
4222;"21378";"Vrije Basisschool";9940;"EVERGEM";"Doornzele Dries";NA;78;"prim";3;6;1;1;1;104751.966216216;204123.457297297;44019
4223;"24729";"Vrije Basisschool";9870;"OLSENE";"Heirweg";NA;143;"prim";2;4;1;1;0;86748.86;180946.089565217;44081
4224;"11312";"Gemeentelijke Basisschool";9120;"BEVEREN-WAAS";"Bosdamlaan";NA;198;"prim";3;6;1;1;1;140787.056969697;214057.856515152;46003
4225;"10314";"Vrije Basisschool - De Schatkist";2600;"BERCHEM";"Grotesteenweg";NA;77;"prim";2;3;0;1;1;152946.885756579;212574.057894737;11002
4226;"128504";"Vrije Basisschool-De Graankorrel";8940;"WERVIK";"Kruisekestraat";NA;103;"prim";3;6;1;1;1;57280.0509090909;165953.815;33029
4227;"1297";"Basisschool van het Gemeenschapsonderwijs - De Pit";3290;"DIEST";"Overstraat";NA;46;"prim";3;6;1;1;1;198544.600238095;187426.975238095;24020
4228;"12773";"Vrije Basisschool";3128;"BAAL";"Nobelstraat";NA;23;"prim";1;1;1;0;0;175155.655714286;187594.435714286;24109
4229;"12831";"Vrije Basisschool - De Schatkist";2235;"WESTMEERBEEK";"Mgr. Raeymaekersstraat";NA;117;"prim";3;6;1;1;1;181304.866666667;194414.815833333;13016
4230;"1875";"Basisschool van het Gemeenschapsonderwijs - De Klimop";3945;"HAM";"Speelstraat";NA;96;"prim";3;6;1;1;1;205539.212857143;199289.889047619;71069
4231;"24241";"Vrije Basisschool";9700;"WELDEN";"Kouterstraat";NA;80;"prim";3;6;1;1;1;96828.2442105263;171445.720175439;45035
4232;"25239";"Gemeentelijke Basisschool";9991;"ADEGEM";"Kruipuit";NA;101;"prim";3;6;1;1;1;86088.011;211472.8555;43010
4233;"44644";"Vrije Basisschool - Ipos";2900;"SCHOTEN";"Eekhoornlei";NA;47;"prim";3;6;1;1;1;159336.604358974;216701.853589744;11040
4234;"4523";"Vrije Basisschool";1190;"VORST";"Sint-Augustinuslaan";NA;87;"prim";3;6;1;1;1;149789.183364486;172286.279439252;21004
4235;"5389";"Vrije Basisschool";1790;"AFFLIGEM";"Balleistraat";NA;151;"prim";3;6;1;1;1;132026.194117647;177041.004117647;23105
4236;"5231";"Gemeentelijke Basisschool - De Kiem";1742;"SINT-KATHERINA-LOMBEEK";"Nieuwbaan";NA;103;"prim";3;6;1;1;1;135395.42;173328.687826087;23086
4237;"18085";"Vrije Basisschool - OLVO";8301;"HEIST-AAN-ZEE";"Ramskapellestraat";NA;43;"prim";3;6;1;1;1;74289.2269230769;225897.978205128;31043
4238;"6858";"Vrije Basisschool";2170;"MERKSEM";"Winkelstap";NA;150;"prim";3;6;1;1;1;152946.885756579;212574.057894737;11002
4239;"15826";"Vrije Basisschool -t Bieske -";3620;"GELLIK";"Biesweg";NA;107;"prim";3;6;1;1;1;240392.66325;176838.1955;73042
4240;"22616";"Vrije Basisschool - Sint-Macharius";9270;"LAARNE";"Wegvoeringstraat";NA;254;"prim";3;6;1;1;1;116024.496190476;192316.886190476;42010
4241;"1305";"Basisschool van het Gemeenschapsonderwijs - Station";3290;"DIEST";"Weerstandsplein";NA;276;"prim";3;6;1;1;1;198544.600238095;187426.975238095;24020
4242;"21204";"Vrije Basisschool - School met de bijbel Gaspard de Coligny";9000;"GENT";"Rijsenbergstraat";NA;107;"prim";3;6;1;1;1;104006.249509804;194241.032941176;44021
4243;"7104";"Vrije Basisschool";2940;"STABROEK";"Dorpsstraat";NA;310;"prim";3;6;1;1;1;151231.5;224077.769473684;11044
4244;"44693";"Vrije Basisschool";3221;"NIEUWRODE";"Losting";NA;55;"prim";3;6;1;1;1;179138.507222222;179477.589444444;24043
4245;"14217";"Gemeentelijke Basisschool - Beekbeemden";3550;"ZOLDER";"Beekbeemdenhof";NA;155;"prim";3;6;1;1;1;214687.127142857;190344.580612245;71070
4246;"11478";"Gemeentelijke Basisschool - Reynaerdijn";9190;"STEKENE";"Stationsstraat";NA;216;"prim";3;6;1;1;1;126716.343529412;211135.309117647;46024
4247;"18838";"Vrije Basisschool";8510;"BELLEGEM";"Bellegemkerkdreef";NA;160;"prim";3;6;1;1;1;71881.9708695652;167680.744608696;34022
4248;"9183";"Vrije Basisschool - t Klavertje";2200;"NOORDERWIJK";"Ring";NA;81;"prim";2;4;1;1;0;182261.516764706;206321.299705882;13011
4249;"9944";"Gemeentelijke Basisschool - Abraham Hans";2550;"KONTICH";"Molenstraat";NA;102;"prim";3;6;1;1;1;155592.424827586;201594.393448276;11024
4250;"356";"Basisschool van het Gemeenschapsonderwijs - De Duizendpootrakkers";1745;"OPWIJK";"Ringlaan";NA;138;"prim";3;6;1;1;1;136633.255;183603.424090909;23060
4251;"1982";"Basisschool van het Gemeenschapsonderwijs - Koning Boudewijnschool";8020;"OOSTKAMP";"Marechalstraat";NA;146;"prim";3;6;1;1;1;70517.9078787879;202786.638787879;31022
4252;"2964";"Basisschool van het Gemeenschapsonderwijs";9310;"MOORSEL";"Leirekenstraat";NA;73;"prim";3;6;1;1;1;128174.046343284;181620.291791045;41002
4253;"23689";"Gemeentelijke Basisschool";9550;"HERZELE";"Tuinwijkstraat";NA;123;"prim";3;6;1;1;1;116205.71547619;173861.053809524;41027
4254;"9001";"Vrije Lagere School - Sint-Jan Berchmanscollege";2400;"MOL";"Jakob Smitslaan";NA;211;"prim";3;6;1;1;1;202574.763333333;210097.850714286;13025
4255;"19679 ++ 19638";"Gemeentelijke Lagere School ++ Vrije Basisschool";8540;"DEERLIJK";"Sint-Amandusstraat";NA;201;"prim";2;3;0;1;1;79489.0052941176;171117.164117647;34009
4256;"21551";"Gemeentelijke Basisschool - De Vlinderdreef";9180;"MOERBEKE-WAAS";"Drongendreef";NA;187;"prim";3;6;1;1;1;133585.219473684;206150.585263158;46021
4257;"24489";"Gemeentelijke Basisschool";9870;"ZULTE";"Waalstraat";NA;158;"prim";3;6;1;1;1;86748.86;180946.089565217;44081
4258;"5314";"Gemeentelijke Basisschool - Triangel";1760;"ROOSDAAL";"Brusselstraat";NA;141;"prim";3;6;1;1;1;130907.663478261;169785.204782609;23097
4259;"19141";"Gemeentelijke Basisschool";8560;"WEVELGEM";"Kweekstraat";NA;70;"prim";2;4;1;1;0;66335.1771428571;169125.424285714;34041
4260;"9761";"Vrije Basisschool - Sint-Jozef";2640;"MORTSEL";"Liersesteenweg";NA;157;"prim";3;6;1;1;1;156034.091818182;207239.290454545;11029
4261;"11411";"Vrije Basisschool";9100;"NIEUWKERKEN-WAAS";"Turkyen";NA;249;"prim";3;6;1;1;1;133585.219473684;206150.585263158;46021
4262;"11148";"Gemeentelijke Basisschool - Het Kompas";2660;"HOBOKEN";"Montessoristraat";NA;310;"prim";3;6;1;1;1;152946.885756579;212574.057894737;11002
4263;"59";"Basisschool van het Gemeenschapsonderwijs - Tehuis voor kinderen zonder vaste verblijfplaats";1040;"ETTERBEEK";"Pater Eudore Devroyestraat";NA;70;"prim";3;6;1;1;1;149789.183364486;172286.279439252;21004
4264;"123091";"Basisschool van het Gemeenschapsonderwijs - De luchtballon";3300;"TIENEN";"Sliksteenvest";NA;158;"prim";3;6;1;1;1;190254.58015873;166906.106031746;24107
4265;"1388";"Basisschool van het Gemeenschapsonderwijs";3500;"HASSELT";"Runkstersteenweg";NA;152;"prim";3;6;1;1;1;216594.847311828;180929.301397849;71022
4266;"24505";"Vrije Basisschool";9790;"WORTEGEM-PETEGEM";"Gotstraat";NA;91;"prim";3;6;1;1;1;91284.385;170930.953888889;45061
4267;"20644";"Vrije BasisschoolDe Zonnewijzer";8970;"POPERINGE";"Baljuwstraat";NA;51;"prim";2;4;0;1;1;32428.2594736842;173385.232368421;33021
4268;"4341";"Vrije Basisschool Heilig Hart van Maria";1140;"EVERE";"Oud-Strijderslaan";NA;122;"prim";3;6;1;1;1;149789.183364486;172286.279439252;21004
4269;"13185";"Vrije Basisschool";3201;"LANGDORP";"Veerlestraat";NA;101;"prim";3;6;1;1;1;184082.99775;186680.6595;24001
4270;"10132";"Gemeentelijke Basisschool - Dijkstein";2860;"SINT-KATELIJNE-WAVER";"Maanhoeveweg";NA;369;"prim";3;6;1;1;1;160828.492307692;194588.612307692;12035
4271;"19497";"Vrije Basisschool";8870;"KACHTEM";"Hogestraat";NA;236;"prim";3;6;1;1;1;68182.1364705882;179193.702647059;36008
4272;"22368";"Vrije Basisschool - Sancta Maria";9050;"GENTBRUGGE";"Gentbruggekouter";NA;144;"prim";3;6;1;1;1;104006.249509804;194241.032941176;44021
4273;"521";"Basisschool van het Gemeenschapsonderwijs - Achter dHoven";2990;"WUUSTWEZEL";"Hagelkruis";NA;44;"prim";3;6;1;1;1;165378.263055556;230651.645833333;11053
4274;"6429";"Vrije Basisschool";2018;"ANTWERPEN";"Lamorinirestraat";NA;95;"prim";3;6;1;1;1;152946.885756579;212574.057894737;11002
4275;"8342";"Gemeentelijke Lagere School - De Sleutel";2520;"BROECHEM";"Lostraat";NA;121;"prim";3;6;1;1;1;165234.18974359;208922.677435897;11035
4276;"8111";"Gemeentelijke Basisschool";2140;"BORGERHOUT";"Vinottestraat";NA;201;"prim";3;6;1;1;1;152946.885756579;212574.057894737;11002
4277;"18242 ++ 18226";"Vrije Basisschool";8400;"OOSTENDE";"Lijsterbeslaan";NA;192;"prim";2;4;0;1;1;48625.4025714286;212763.466285714;35013
4278;"17781";"Vrije Basisschool";8211;"AARTRIJKE";"Schoolstraat";NA;101;"prim";2;3;0;1;1;64392.9507142857;203055.423928571;31040
4279;"12047";"Basisschool van het Gemeenschapsonderwijs - De Esdoorn";2811;"HOMBEEK";"Bankstraat";NA;272;"prim";3;6;1;1;1;157200.4477;190810.4149;12025
4280;"12492";"Vrije Basisschool";3051;"SINT-JORIS-WEERT";"Pastoor Tilemansstraat";NA;116;"prim";3;6;1;1;1;172534.446363636;168402.526363636;24086
4281;"9531";"Gemeentelijke Basisschool - De Bosmier";2490;"BALEN";"Streekweg";NA;139;"prim";3;6;1;1;1;206348.938285714;206025.960571429;13003
4282;"2949";"Basisschool van het Gemeenschapsonderwijs";9255;"BUGGENHOUT";"Vierhuizen";NA;83;"prim";3;6;1;1;1;137829.01;189501.786666667;42004
4283;"2774";"Basisschool van het Gemeenschapsonderwijs-Campus Kompas";9230;"WETTEREN";"Kalkensteenweg";NA;57;"prim";3;6;1;1;1;115345.446;187663.130888889;42025
4284;"22723";"Vrije Basisschool";9310;"MOORSEL";"Kloosterstraat";NA;105;"prim";3;6;1;1;1;128174.046343284;181620.291791045;41002
4285;"22012";"Vrije Basisschool";9220;"HAMME";"Broekstraat";NA;156;"prim";2;4;0;1;1;133538.7134375;197018.7715625;42008
4286;"21295";"Gemeentelijke Basisschool - De Regenboog";9032;"WONDELGEM";"Sint-Sebastiaanstraat";NA;144;"prim";3;6;1;1;1;104006.249509804;194241.032941176;44021
4287;"17244";"Vrije Basisschool - De Revinze";8820;"TORHOUT";"Revinzestraat";NA;198;"prim";3;6;1;1;1;60862.5853125;196301.6971875;31033
4288;"127068";"Vrije Basisschool";3090;"OVERIJSE";"Lanestraat";NA;72;"prim";3;6;1;1;1;161081.129298246;162322.673157895;23062
4289;"18283";"Vrije Basisschool";8400;"OOSTENDE";"Stanleylaan";NA;206;"prim";3;6;1;1;1;48625.4025714286;212763.466285714;35013
4290;"11809";"Gemeentelijke Lagere School";2820;"BONHEIDEN";"Schommen";NA;267;"prim";3;6;1;1;1;163812.0405;190191.099;12005
4291;"12849";"Gemeentelijke Basisschool";2235;"HULSHOUT";"Grote Baan";NA;86;"prim";2;4;1;1;0;181304.866666667;194414.815833333;13016
4292;"10397";"Gemeentelijke Basisschool";2610;"WILRIJK";"Spoorweglaan";NA;147;"prim";3;6;1;1;1;152946.885756579;212574.057894737;11002
4293;"9936";"Gemeentelijke Basisschool";2547;"LINT";"Duffelsesteenweg";NA;95;"prim";3;6;1;1;1;159097.005555556;201935.016666667;11025
4294;"20388";"Vrije Basisschool-Lyceum-Heilige Familie";8900;"IEPER";"Gustave de Stuersstraat";NA;93;"prim";1;2;0;0;1;44946.1788709677;172829.491451613;33011
4295;"15073";"Vrije Basisschool - Sint-Willibrordus";3630;"EISDEN";"Langstraat";NA;181;"prim";3;6;1;1;1;243581.781346154;185002.391153846;73107
4296;"24621";"Vrije Basisschool";9830;"SINT-MARTENS-LATEM";"Latemstraat";NA;181;"prim";3;6;1;1;1;97450.50375;189162.984375;44064
4297;"23556";"Vrije Basisschool";9500;"GERAARDSBERGEN";"Gasthuisstraat";NA;143;"prim";3;6;1;1;1;117137.535957447;163333.473617021;41018
4298;"24109";"Vrije Basisschool";9667;"SINT-KORNELIS-HOREBEKE";"Sint-Kornelisplein";NA;23;"prim";3;5;1;1;1;102348.994285714;169406.882857143;45062
4299;"12881";"Vrije Basisschool - Oosterwijk";2260;"WESTERLO";"Emiel Stalmanslaan";NA;125;"prim";3;6;1;1;1;186525.247575758;200215.245151515;13049
4300;"22954";"Vrije Basisschool - Sint-Vincentius";9200;"DENDERMONDE";"Pijnderslaan";NA;55;"prim";3;6;1;1;1;130866.578484848;190861.564393939;42006
4301;"7971";"Vrije Lagere School - Mariaberg";2910;"ESSEN";"Moerkantsebaan";NA;83;"prim";3;6;1;1;1;156513.521428571;237865.846428571;11016
4302;"17624";"Vrije Basisschool";8210;"ZEDELGEM";"Sint-Elooistraat";NA;170;"prim";3;5;1;1;1;64392.9507142857;203055.423928571;31040
4303;"5306";"Vrije Basisschool";1760;"ROOSDAAL";"Kapelleweide";NA;202;"prim";3;6;1;1;1;130907.663478261;169785.204782609;23097
4304;"110213";"Gemeentelijke Basisschool";3740;"MOPERTINGEN";"St.Catarinastraat";NA;111;"prim";3;6;1;1;1;231991.280985915;174245.066478873;73006
4305;"18499";"Vrije Basisschool";8670;"KOKSIJDE";"Albert Bliecklaan";NA;21;"prim";1;2;1;0;0;31009.3922580645;201883.673548387;38014
4306;"16279";"Vrije Basisschool";3870;"BOVELINGEN";"Kloosterstraat";NA;44;"prim";3;6;1;1;1;216014.307407407;160719.472222222;73022
4307;"22871";"Vrije Basisschool - Sint Vincentius";9308;"GIJZEGEM";"Gravin de Robianostraat";NA;216;"prim";3;6;1;1;1;128174.046343284;181620.291791045;41002
4308;"14498";"Vrije Lagere School - De Linde";3900;"OVERPELT";"Leenzaalstraat";NA;39;"prim";2;4;1;1;0;222516.743125;211382.754375;72029
4309;"8301";"Gemeentelijke Basisschool";2240;"ZANDHOVEN";"Amelbergastraat";NA;129;"prim";2;3;1;1;0;171168.0840625;210694.485625;11054
4310;"16865";"Vrije Basisschool";8000;"BRUGGE";"Gerard Davidstraat";NA;155;"prim";2;3;0;1;1;69817.3656589147;213393.638217054;31005
4311;"18747";"Vrije Basisschool Sint-Paulus";8500;"KORTRIJK";"Minister Vanden Peereboomlaan Mi";NA;187;"prim";3;5;1;1;1;71881.9708695652;167680.744608696;34022
4312;"55939";"Vrije Basisschool";1930;"ZAVENTEM";"Hoogstraat";NA;190;"prim";3;6;1;1;1;157736.64;173658.222807018;23094
4313;"11254";"Vrije Lagere School - De Krinkel 1";2070;"ZWIJNDRECHT";"Schoolstraat";NA;217;"prim";3;6;1;1;1;147407.280833333;211342.7;11056
4314;"9522";"Gemeentelijke Basisschool - De Meikever";2480;"DESSEL";"Meistraat";NA;116;"prim";3;5;1;1;1;202291.547142857;214979.289285714;13006
4315;"9449";"Vrije Lagere School - De Waaier";2460;"KASTERLEE";"Mgr. Cardijnstraat";NA;194;"prim";3;6;1;1;1;190260.79425;214726.58225;13017
4316;"16352";"Vrije Basisschool";3920;"LOMMEL";"Hanekapstraat";NA;181;"prim";3;6;1;1;1;215584.866521739;213228.075217391;72020
4317;"22301";"Gemeentelijke Basisschool";9260;"SCHELLEBELLE";"Wanzelestraat";NA;136;"prim";3;6;1;1;1;120573.797368421;188153.501578947;42026
4318;"2527";"Basisschool van het Gemeenschapsonderwijs";8800;"ROESELARE";"Groenestraat";NA;83;"prim";3;6;1;1;1;30987.3375;186461.2235;38002
4319;"18903";"Vrije Basisschool";8570;"VICHTE";"Kerkdreef";NA;141;"prim";2;3;1;1;0;84979.853030303;169448.273333333;34002
4320;"20991";"Vrije Basisschool - Benedictus Poort";9000;"GENT";"Tentoonstellingslaan";NA;147;"prim";3;6;1;1;1;104006.249509804;194241.032941176;44021
4321;"21469";"Vrije Basisschool-De kleine prins";9940;"KLUIZEN";"Kloosterstraat";NA;106;"prim";3;6;1;1;1;104751.966216216;204123.457297297;44019
4322;"45245";"Vrije Basisschool";9031;"DRONGEN";"Gavergrachtstraat";NA;244;"prim";3;6;1;1;1;104006.249509804;194241.032941176;44021
4323;"11511";"Vrije Basisschool - De Verrekijker";9130;"VERREBROEK";"Sint-Laurentiusstraat";NA;106;"prim";3;6;1;1;1;140787.056969697;214057.856515152;46003
4324;"12955";"Gemeentelijke Basisschool - Heultje";2260;"WESTERLO";"Schoolstraat";NA;153;"prim";3;5;1;1;1;186525.247575758;200215.245151515;13049
4325;"115551";"Vrije Lagere School";1020;"LAKEN";"Paul Jansonstraat";NA;171;"prim";2;4;0;1;1;149789.183364486;172286.279439252;21004
4326;"22418";"Vrije Basisschool - Paus Johannescollege";9820;"MERELBEKE";"Hundelgemsesteenweg";NA;201;"prim";3;6;1;1;1;105828.173870968;185641.15483871;44043
4327;"1041";"Basisschool van het Gemeenschapsonderwijs - De Zonnewijzer";9130;"KIELDRECHT";"Beukenlaan";NA;49;"prim";3;6;1;1;1;140787.056969697;214057.856515152;46003
4328;"2766";"Basisschool van het Gemeenschapsonderwijs";9250;"WAASMUNSTER";"Kouterstraat";NA;57;"prim";3;6;1;1;1;129836.956666667;200796.357333333;42023
4329;"7261";"Gemeentelijke Basisschool - De Speelvogel";2100;"DEURNE";"Schotensesteenweg";NA;119;"prim";3;6;1;1;1;152946.885756579;212574.057894737;11002
4330;"115675";"Vrije Basisschool";9800;"DEINZE";"Dentergemstraat";NA;41;"prim";3;6;1;1;1;91121.4533333333;186906.286851852;44011
4331;"18";"Basisschool van het Gemeenschapsonderwijs";1000;"BRUSSEL-STAD";"Moutstraat";NA;120;"prim";3;6;1;1;1;149789.183364486;172286.279439252;21004
4332;"8706";"Gemeentelijke Basisschool";2320;"HOOGSTRATEN";"Gravin Elisabethlaan";NA;197;"prim";3;6;1;1;1;177730.4635;236188.1385;13014
4333;"3095";"Basisschool van het Gemeenschapsonderwijs - Dr. O. Decroly";9600;"RONSE";"Koningin Astridplein";NA;260;"prim";3;6;1;1;1;96509.2961538462;160160.755128205;45041
4334;"11759";"Basisschool van het Gemeenschapsonderwijs - De Baan";2800;"MECHELEN";"Oude Antwerpsebaan";NA;136;"prim";3;6;1;1;1;157200.4477;190810.4149;12025
4335;"11858";"Gemeentelijke Basisschool";3150;"HAACHT";"Verhaegenlaan";NA;129;"prim";3;6;1;1;1;169328.675416667;183431.112916667;24033
4336;"125609";"Basisschool van het Gemeenschapsonderwijs";3621;"REKEM";"dAspremont Lyndenlaan";NA;29;"prim";3;6;1;1;1;240392.66325;176838.1955;73042
4337;"16212";"Vrije Basisschool - De Letterboom";3840;"BORGLOON";"Jesserenstraat";NA;62;"prim";3;6;1;1;1;218126.572058824;166553.021176471;73009
4338;"12997";"Vrije Basisschool - Boven-Lo";3010;"KESSEL-LO";"Heidebergstraat";NA;122;"prim";3;6;1;1;1;173955.434285714;174816.886386555;24062
4339;"1495";"Basisschool van het Gemeenschapsonderwijs";3670;"MEEUWEN-GRUITRODE";"KiÇstraat";NA;110;"prim";3;6;1;1;1;232826.943235294;198796.864411765;72040
4340;"1685";"Basisschool van het Gemeenschapsonderwijs";3960;"BREE";"Regenboogstraat";NA;104;"prim";3;6;1;1;1;237274.534;203846.729666667;72004
4341;"2451";"Basisschool van de Vlaamse-Gemeenschap- Leefschool De Rijzende Ster";8520;"KUURNE";"Boomgaardstraat";NA;70;"prim";3;6;1;1;1;73063.266875;172829.074375;34023
4342;"112177";"Vrije Basisschool - De Triangel";3630;"MAASMECHELEN";"Gouv.H. Verwilghenlaan";NA;131;"prim";2;3;1;1;0;243581.781346154;185002.391153846;73107
4343;"47167";"Vrije Basisschool - De Zevensprong";3000;"LEUVEN";"Vital Decosterstraat";NA;124;"prim";3;6;1;1;1;173955.434285714;174816.886386555;24062
4344;"7989";"Vrije Lagere School - Sint-Jozef";2910;"ESSEN";"Maststraat";NA;131;"prim";2;4;1;1;0;156513.521428571;237865.846428571;11016
4345;"4747";"Gemeentelijke Basisschool";1547;"BEVER";"Kerkhove";NA;186;"prim";3;4;1;1;1;118403.4575;156517.5525;23009
4346;"18011";"Vrije Basisschool - Sint-Pieter";8370;"BLANKENBERGE";"Weststraat";NA;132;"prim";3;6;1;1;1;64013.5688888889;222875.68;31004
4347;"11783";"Basisschool van het Gemeenschapsonderwijs - Go Shil!";2800;"MECHELEN";"Louizastraat";NA;338;"prim";3;6;1;1;1;157200.4477;190810.4149;12025
4348;"48678";"Vrije Basisschool - De Kleiheuvel";9990;"MALDEGEM";"Kleitkalseide";NA;120;"prim";3;6;1;1;1;86088.011;211472.8555;43010
4349;"12849";"Gemeentelijke Basisschool";2235;"HULSHOUT";"Strepestraat";NA;164;"prim";3;6;1;1;1;181304.866666667;194414.815833333;13016
4350;"12864";"Vrije Basisschool - Bergom";2230;"HERSELT";"Wolfsdonksesteenweg";NA;45;"prim";3;6;1;1;1;185479.861176471;193018.376470588;13013
4351;"13649";"Vrije Basisschool";3461;"MOLENBEEK-WERSBEEK";"Halensebaan";NA;82;"prim";3;6;1;1;1;193342.643076923;180485.081538462;24008
4352;"6338";"Vrije Basisschool - Zuiderdokken";2000;"ANTWERPEN";"Kronenburgstraat";NA;55;"prim";1;2;1;0;0;152946.885756579;212574.057894737;11002
4353;"9852";"Vrije Basisschool - Sint-GabriÇlcollege";2530;"BOECHOUT";"Lange Kroonstraat";NA;219;"prim";2;4;0;1;1;159954.505;206256.5035;11004
4354;"8904";"Vrije Basisschool - Sint-Clara";2370;"ARENDONK";"Kloosterbaan";NA;283;"prim";3;6;1;1;1;200412.761333333;223679.316;13001
4355;"15891";"Gemeentelijke Basisschool";3700;"VREREN";"Vrerenstraat";NA;122;"prim";3;6;1;1;1;227636.1315;163850.988;73083
4356;"14027";"Vrije Basisschool - De Horizon";3520;"ZONHOVEN";"Kievitveldstraat";NA;87;"prim";3;6;1;1;1;220520.721818182;187202.857575758;71066
4357;"2551";"Basisschool van het Gemeenschapsonderwijs";8900;"IEPER";"Maarschalk Plumerlaan";NA;141;"prim";3;6;1;1;1;44946.1788709677;172829.491451613;33011
4358;"110429";"Vrije Basisschool";8000;"BRUGGE";"Smallestraat";NA;193;"prim";3;6;1;1;1;69817.3656589147;213393.638217054;31005
4359;"7963";"Gemeentelijke Basisschool - Maatjes";2920;"KALMTHOUT";"Nieuwmoer-Dorp";NA;122;"prim";3;6;1;1;1;157964.147714286;231275.115428571;11022
4360;"23564";"Vrije Basisschool";9500;"GERAARDSBERGEN";"Onkerzelestraat";NA;116;"prim";3;6;1;1;1;117137.535957447;163333.473617021;41018
4361;"12104";"Vrije Basisschool";1981;"HOFSTADE";"de Tilbourgstraat";NA;148;"prim";3;6;1;1;1;156981.975263158;185500.140789474;23096
4362;"19463";"Vrije Basisschool";8870;"IZEGEM";"Leenstraat";NA;224;"prim";3;6;1;1;1;68182.1364705882;179193.702647059;36008
4363;"14911";"Gemeentelijke Basisschool";3590;"DIEPENBEEK";"Kloosterstraat";NA;282;"prim";3;6;1;1;1;224385.178846154;178653.938461538;71011
4364;"124206";"Basisschool van het Gemeenschapsonderwijs - Menen";8930;"MENEN";"Ontvoogdingsstraat";NA;81;"prim";3;6;1;1;1;64045.2977358491;165195.991886792;34027
4365;"1453";"Basisschool van het Gemeenschapsonderwijs - De Schans";3550;"HEUSDEN";"Schansstraat";NA;107;"prim";3;6;1;1;1;214687.127142857;190344.580612245;71070
4366;"20628";"Gemeentelijke Basisschool";8951;"DRANOUTER";"Koudekotstraat";NA;33;"prim";3;6;1;1;1;40430.3544;164047.2;33039
4367;"12088";"Vrije Basisschool - Tuimeling";1980;"ZEMST";"Brusselsesteenweg";NA;204;"prim";3;6;1;1;1;156981.975263158;185500.140789474;23096
4368;"7245";"Gemeentelijke Basisschool";2100;"DEURNE";"Albert Bevernagelei";NA;140;"prim";3;6;1;1;1;152946.885756579;212574.057894737;11002
4369;"3004";"Basisschool van het Gemeenschapsonderwijs - L.P. BOON";9320;"EREMBODEGEM";"Leuvestraat";NA;82;"prim";3;6;1;1;1;128174.046343284;181620.291791045;41002
4370;"21675";"Vrije Basisschool";9160;"LOKEREN";"Oude Heerweg";NA;184;"prim";2;4;0;1;1;122510.028035714;199864.539285714;46014
4371;"4366";"Gemeentelijke Basisschool - Stokkel";1150;"SINT-PIETERS-WOLUWE";"Henri Vandermaelenstraat";NA;131;"prim";3;6;1;1;1;149789.183364486;172286.279439252;21004
4372;"13326";"Gemeentelijke Basisschool";3271;"ZICHEM";"Lobbensestraat";NA;111;"prim";3;6;1;1;1;192141.141428571;187678.698809524;24134
4373;"14159";"Vrije Basisschool";3530;"HOUTHALEN-HELCHTEREN";"Maastrichtsestraat";NA;282;"prim";3;6;1;1;1;222656.67974359;192733.802564103;72039
4374;"115618";"Vrije Lagere School";1700;"DILBEEK";"H. Theresialaan";NA;380;"prim";3;6;1;1;1;140750.230967742;171349.676935484;23016
4375;"118571";"Vrije Basisschool-de Graankorrel-Geluwe";8940;"WERVIK";"Beselarestraat";NA;146;"prim";2;3;0;1;1;57280.0509090909;165953.815;33029
4376;"15719";"Vrije Basisschool";3740;"RIJKHOVEN";"Kogelstraat";NA;72;"prim";3;6;1;1;1;231991.280985915;174245.066478873;73006
4377;"17087";"Vrije Basisschool";8730;"SINT-JORIS";"Kerkstraat";NA;126;"prim";3;6;1;1;1;78067.68;204721.174090909;31003
4378;"14126";"Vrije Basisschool";3530;"HOUTHALEN-HELCHTEREN";"Meester Surinxstraat";NA;172;"prim";3;6;1;1;1;222656.67974359;192733.802564103;72039
4379;"23333";"Vrije Basisschool - Sint-Jozef";9420;"MERE";"Kloosterstraat";NA;364;"prim";3;6;1;1;1;120906.796271186;179497.04559322;41082
4380;"7815";"Gemeentelijke Basisschool - De Schakel";2960;"SINT-LENAARTS";"Kerkstraat";NA;93;"prim";3;6;1;1;1;167980.592380952;224714.719285714;11009
4381;"6973";"Vrije Lagere School";2180;"EKEREN";"Alfons Jeurissenstraat";NA;276;"prim";3;6;1;1;1;152946.885756579;212574.057894737;11002
4382;"18341";"Gemeentelijke Basisschool";8377;"ZUIENKERKE";"Nieuwe Steenweg";NA;112;"prim";3;6;1;1;1;63414.984;217106.298;31042
4383;"5033";"Gemeentelijke Lagere School - De Oester";1755;"OETINGEN";"Kerkplein";NA;102;"prim";3;6;1;1;1;130953.205;163457.295;23024
